Date,AAPL,AMZN,MSFT,NVDA,TSLA
2020-01-03,-0.009721824128948509,-0.012139034655920922,-0.012451749183602034,-0.016005808852062486,0.02963325829792085
2020-01-06,0.00796824831658638,0.01488557393050649,0.0025846683763748324,0.004193679475497536,0.01925463704513497
2020-01-07,-0.004703185201826332,0.0020916204156393725,-0.00911766856697438,0.012106605827994832,0.03880052465815398
2020-01-08,0.016086440100155253,-0.007808640261289357,0.015928357400984083,0.0018755652269393241,0.04920482578812169
2020-01-09,0.021240549916785145,0.0047991747864684076,0.012492872735914595,0.010982525901251261,-0.021945011900097344
2020-01-10,0.0022607850342715174,-0.009410596802031268,-0.004626898257030443,0.005349301082474556,-0.006627297633174267
2020-01-13,0.021364401557490753,0.004322578245699482,0.012024497052478766,0.03135240261140626,0.09768895885093332
2020-01-14,-0.013503047587093864,-0.011558211718052602,-0.007043210828928004,-0.018652405024868535,0.024882822120200876
2020-01-15,-0.004285849923486129,-0.003969126548924895,0.006476216666290835,-0.006915492041059235,-0.03610201351305786
2020-01-16,0.01252649078018675,0.00854991102959346,0.018323257445177488,0.013682622912857711,-0.009662477636014799
2020-01-17,0.011070934279505229,-0.00703966144232826,0.005597099379968773,0.0014061343911655477,-0.005822894156913949
2020-01-21,-0.006776789369799752,0.014629525206926841,-0.0035909423772938487,-0.005375452341801257,0.07189030619278935
2020-01-22,0.0035695296954916245,-0.0023995494624704516,-0.004804630090402329,0.008752007621233071,0.04086264444061727
2020-01-23,0.004815966270104832,-0.0015259112256781338,0.006155684727457089,0.010995220218868784,0.004635122144013071
2020-01-24,-0.0028820558142642616,-0.012172426638861644,-0.010077132028747382,-0.009412178510497027,-0.012897603180825445
2020-01-27,-0.02940509691926152,-0.01788746376771211,-0.01672278470388222,-0.041041181850677066,-0.012039272835579595
2020-01-28,0.028288863803697106,0.01362436592451366,0.019595402997981015,0.032348022213471106,0.015913383222044608
2020-01-29,0.020932614777601888,0.0025630978623367717,0.01559285054538706,-0.009799760551774006,0.024854513769903885
2020-01-30,-0.0014493073243886379,0.006824489189870775,0.028207878237559436,0.0010995344360045234,0.10296225866535558
2020-01-31,-0.044338393335471515,0.07379135586484753,-0.014759028563064991,-0.0381595874824574,0.015230690473505337
2020-02-03,-0.00274636837597253,-0.0022501685803328897,0.024378923994033963,0.016495615134782593,0.19894859376394902
2020-02-04,0.03301375202145884,0.022687342140775613,0.03291686837787977,0.028294492901144608,0.13725640223576474
2020-02-05,0.008154099031416617,-0.004781236737139594,-0.0012216428140333635,0.014688396161605333,-0.1717583947927872
2020-02-06,0.011697025198932343,0.0050787328892443195,0.020733968183932028,0.013917772716263155,0.01940931694254422
2020-02-07,-0.01359280484882841,0.014169136390608683,0.0014157402953371978,-0.010462000671588867,-0.001188323805631053
2020-02-10,0.004749851856953091,0.026273579599096486,0.026156970906061172,0.045232295344375784,0.031026496329857656
2020-02-11,-0.006033318616884165,0.007915025985726132,-0.02257562382001166,0.018709234953913523,0.004019260937028868
2020-02-12,0.023747662928174984,0.004277469597884664,0.0014640177296005863,0.017357970649839904,-0.009155657933695438
